"","gene_id","gene_name","pvalue_bf","pvalue_af","rank_bf","rank_af","rank_diff","cor_bf","cor_af","log_neg_bf","log_neg_af"
"11159","ENSMUSG00000020954","Strn3","0.00246037396090072","0.0030688636866603",3253,2608,-645,-0.365755652071953,-0.365755652071953,6.00744192396491,5.7864479205381
"11208","ENSMUSG00000034892","Rps29","4.46393321667285e-72","2.79834094260489e-06",63,677.5,614.5,-0.367384128504221,-0.110142155875563,164.290096431027,12.786483836891
"11366","ENSMUSG00000021250","Fos","3.78284508786479e-15","3.59816241195018e-09",469,300,-169,-0.358679954261787,-0.285962103575192,33.208299999645,19.4428425629287
"11376","ENSMUSG00000021256","Vash1","0.00771771946934868","0.00909271235765152",4022.5,3414,-608.5,-0.60050710896189,-0.60050710896189,4.86423636411104,4.70028202612136
"11386","ENSMUSG00000090812","Samd15","0.000514678022714137","0.000696800873364181",2543.5,1879,-664.5,-0.576131388649512,-0.576131388649512,7.57196905143201,7.26901087903385
"11421","ENSMUSG00000113335","Gm48296","0.00998200134470875","0.011640204633225",4261,3654,-607,-0.957847638582442,-0.957847638582442,4.60697167322137,4.45329025665941
"11461","ENSMUSG00000021091","Serpina3n","7.49282119916567e-80","1.12100288696779e-36",50,6.5,-43.5,-0.445621374274725,-0.315818141814396,182.192862050809,82.7788396283485
"11530","ENSMUSG00000037679","Inf2","4.51132281675832e-51","4.94388327382489e-07",119,533,414,-0.401723794688689,-0.153392603404355,115.925249324703,14.5199445407449
"11612","ENSMUSG00000041324","Inhba","0.000391480077815393","0.000540657379170075",2450,1774,-676,-0.40196018914718,-0.40196018914718,7.84557593063434,7.52272478996509
"11688","ENSMUSG00000076431","Sox4","4.59352671914138e-08","3.99340050455862e-06",973,712,-261,-0.37479070688332,-0.332079692790696,16.8960326665116,12.4308674332455
"11705","ENSMUSG00000044734","Serpinb1a","1.18406909527491e-11","2.01622386546934e-10",627,239,-388,-0.387165048494846,-0.374387496105966,25.1594791306797,22.3246245415167
"11783","ENSMUSG00000038042","Ptpdc1","1.46501709100927e-14","1.21342653201472e-11",492,191,-301,-0.41275337357969,-0.378503244835542,31.8543243932977,25.1349878208038
"11788","ENSMUSG00000037960","Card19","3.64866624051495e-22","4.50816672603542e-16",307.5,89,-218.5,-0.35554275662172,-0.31065262477162,49.362510358612,35.3354709079312
"11827","ENSMUSG00000047547","Cltb","5.01246780399964e-87","6.08887344382921e-31",36,17,-19,-0.418998058218668,-0.261049496364262,198.712974721012,69.5736748027983
"11866","ENSMUSG00000035493","Tgfbi","1.43889701235491e-12","7.41026446509425e-10",578.5,265,-313.5,-0.382885269470506,-0.347292128644371,27.2671442594831,21.0229848009732
"11926","ENSMUSG00000057396","Zfp759","0.00461781026281076","0.00556705229300125",3641.5,3021,-620.5,-0.437958552039056,-0.437958552039056,5.37783465533592,5.19088957643504
"12022","ENSMUSG00000049517","Rps23","6.43975059581778e-85","2.35283111280263e-13",38,131,93,-0.397013858479758,-0.16481392457734,193.857243092485,29.0779868770178
"12033","ENSMUSG00000021703","Serinc5","2.05009229230739e-22","3.033012372156e-16",303,86,-217,-0.378471572008965,-0.331014289871725,49.9389872330943,35.7318051800256
"12058","ENSMUSG00000051111","Sv2c","2.15610441114582e-13","6.6679313663938e-07",536,548,12,-0.362640698335662,-0.264943288221563,29.1653031288732,14.2207859791051
"12169","ENSMUSG00000021732","Fgf10","0.000518657150210879","0.000701826032255613",2548,1883,-665,-0.475628643494356,-0.475628643494356,7.56426748998484,7.26182500194994
"12329","ENSMUSG00000021890","Eaf1","2.54219888146968e-09","2.50749004582587e-08",818,378,-440,-0.412574110120488,-0.398804186036817,19.7902364290533,17.5013984728667
"12343","ENSMUSG00000100241","Slc18a3","7.79530927763903e-06","1.36428093373155e-05",1519.5,868,-651.5,-0.478117446239845,-0.478117446239845,11.7619883798287,11.2022979636102
"12363","ENSMUSG00000041445","Mmrn2","0.000686849881433929","0.00191818061536619",2658,2339.5,-318.5,-0.356776822067714,-0.337198863419083,7.28339480281602,6.25637813835896
"12380","ENSMUSG00000115483","Gm9732","0.00508168041959324","0.00612139109598794",3722.5,3090.5,-632,-0.483845615893886,-0.483845615893886,5.2821132808326,5.09596590502137
"12458","ENSMUSG00000010406","Mrpl52","4.1966810586566e-70","3.59735985062815e-25",67,30,-37,-0.374022650940934,-0.232813723841925,159.746662520815,56.2844271232655
"12501","ENSMUSG00000002320","Tm9sf1","0.00750619332337489","0.00885243684567929",3998,3390,-608,-0.591266061867919,-0.591266061867919,4.89202682275567,4.72706250806983
"12507","ENSMUSG00000022218","Tgm1","1.0221282840168e-35","6.10962509770701e-09",184,313,129,-0.430779982412067,-0.224621319475584,80.568591248366,18.9134004244495
"12509","ENSMUSG00000002332","Dhrs1","2.56522737620959e-82","8.6814620600351e-31",44,18,-26,-0.44496466577541,-0.285228080403933,187.869930505122,69.2189479282314
"12551","ENSMUSG00000044461","Shisa2","0.00448773513429065","0.00541974556952563",3617,2994.5,-622.5,-0.443104443231866,-0.443104443231866,5.40640712892693,5.21770640752438
"12618","ENSMUSG00000014813","Stc1","0.00318436431627606","0.00394474074490927",3424,2764,-660,-0.405053858322633,-0.405053858322633,5.7495025966046,5.53537204423053
"12662","ENSMUSG00000021996","Esd","9.11889437234126e-53","5.89170996016731e-15",111,106,-5,-0.356139821483908,-0.196644671569764,119.82666136305,32.7652301235628
"12691","ENSMUSG00000075502","Kbtbd6","0.00148504731603799","0.00190770973260432",2997,2333,-664,-0.757092131329895,-0.757092131329895,6.51230864458323,6.261851849288
"12934","ENSMUSG00000022346","Myc","3.95712092192852e-06","7.13296412337372e-06",1406,780,-626,-0.388861731681339,-0.388861731681339,12.4399938370366,11.8507836843496
"13081","ENSMUSG00000068220","Lgals1","2.52813561536492e-107","5.66490321694685e-37",21,4.5,-16.5,-0.501494218379802,-0.313302356469118,245.449122830199,83.4613586308328
"13097","ENSMUSG00000042622","Maff","2.28183565457818e-06","6.40889057420092e-06",1349,758,-591,-0.43028342051877,-0.423915879808796,12.9905303272694,11.9578243793591
"13326","ENSMUSG00000023019","Gpd1","1.29320446112227e-80","8.48985220375677e-25",46,31,-15,-0.485806959425008,-0.285778952782481,183.949684222983,55.4257557329531
"13491","ENSMUSG00000071637","Cebpd","2.08810093695041e-79","2.42431234798013e-18",52,68,16,-0.489647823423542,-0.250853564505383,181.167967336226,40.5609837575596
"13574","ENSMUSG00000022842","Ece2","0.00797883995467603","0.0093842827441387",4053,3446,-607,-0.373675934615621,-0.373675934615621,4.83096224717575,4.66871903763531
"13634","ENSMUSG00000022548","Apod","5.47890454867169e-100","1.37349625712401e-24",26,32,6,-0.433992726235334,-0.226657883717854,228.557604118305,54.944682730372
"13725","ENSMUSG00000022704","Qtrt2","4.13876065163888e-05","6.67448020581199e-05",1831.5,1136,-695.5,-0.393637449842662,-0.393637449842662,10.0925290814575,9.61463413550455
"13776","ENSMUSG00000109588","Lnp1","0.00177792153356147","0.00224721691372569",3079,2436,-643,-0.734893743970727,-0.734893743970727,6.33231027471945,6.09806275562474
"13816","ENSMUSG00000022864","D16Ertd472e","2.39739606999982e-08","2.89151720336616e-07",936,496.5,-439.5,-0.465103191746832,-0.4441503311049,17.5462975664388,15.0563143027261
"13826","ENSMUSG00000022893","Adamts1","5.18371504827667e-15","3.53674005152053e-12",479,173,-306,-0.371954573344744,-0.343067809844646,32.8932544049107,26.367815702463
"13863","ENSMUSG00000039680","Mrps6","1.92855645127921e-111","1.85759021251296e-34",18,14,-4,-0.490631378065054,-0.289184804367884,254.930173551984,77.6686130987383
"13886","ENSMUSG00000043301","Kcnj6","0.00461842917739539","0.00556748427969934",3643,3022,-621,-0.740328546439711,-0.740328546439711,5.37770063659603,5.19081198242015
"13899","ENSMUSG00000040605","Bace2","0.000556161610102476","0.00145346165239482",2571,2190,-381,-0.37315903964732,-0.355656459510336,7.49445164029683,6.53380722125468
"13941","ENSMUSG00000023868","Pde10a","2.9790508265636e-36","3.51285394889393e-05",181,1005.5,824.5,-0.453454360615189,-0.174467575316449,81.8014586125808,10.2564966670188
"13942","ENSMUSG00000023873","1700010I14Rik","0.00120603135689665","0.00157346026491176",2912,2232,-680,-0.60097961703899,-0.60097961703899,6.72042018027167,6.45447809445629
"14016","ENSMUSG00000023905","Tnfrsf12a","1.32939117128876e-55","1.29541729239396e-19",100,62,-38,-0.497462726547834,-0.312915124376322,126.357459043194,43.4902838901326
"14057","ENSMUSG00000044533","Rps2","7.17449145804692e-109","5.91930119695544e-18",20,69,49,-0.444886571806545,-0.191312250531719,249.011243254144,39.6683132730191
"14143","ENSMUSG00000046711","Hmga1","1.24113834429426e-50","4.22756728978999e-26",120,27,-93,-0.463044251008508,-0.347124637154091,114.913225671615,58.4255856990222
"14171","ENSMUSG00000048905","4930539E08Rik","0.00952622721396235","0.0111266755723557",4220,3612.5,-607.5,-0.374669325246311,-0.374669325246311,4.65370652490783,4.49840984902541
"14175","ENSMUSG00000023067","Cdkn1a","4.95632923364121e-32","4.46764624667479e-22",206,48,-158,-0.505553321533694,-0.435110839925246,72.0820575829251,49.1600103426679
"14248","ENSMUSG00000067288","Rps28","2.03814037902006e-94","1.59365448650944e-12",29,158,129,-0.41692903502824,-0.159467669304701,215.730960928237,27.1649913178331
"14260","ENSMUSG00000008668","Rps18","1.66360113388824e-109","1.19453441188906e-19",19,61,42,-0.447209573794233,-0.200427717524183,250.472790525878,43.5713602709044
"14282","ENSMUSG00000015468","Notch4","1.70627470286896e-05","5.69785333940979e-05",1636,1109,-527,-0.394156627859063,-0.381481103638524,10.978613007252,9.77283596818508
"14305","ENSMUSG00000090877","Hspa1b","1.59404294678993e-14","2.03623156193542e-11",494,199,-295,-0.426191753815812,-0.387882437552573,31.7699177791324,24.6173351969534
"14306","ENSMUSG00000091971","Hspa1a","2.1833587528613e-15","1.54679654960549e-14",455,110,-345,-0.376491744633022,-0.373835283898711,33.7579119914675,31.8000052518343
"14385","ENSMUSG00000106106","CT010467.1","3.04114638708957e-09","8.48297206029635e-08",829,434,-395,-0.378740534115831,-0.355433176119799,19.6110312915967,16.2826198767434
"14497","ENSMUSG00000023945","Slc5a7","7.45144981591149e-05","0.000112213810344018",1940.5,1288.5,-652,-0.461133650051807,-0.461133650051807,9.50451684534947,9.09510448560516
"14531","ENSMUSG00000057863","Rpl36","1.10318490380323e-74","1.16396991044555e-11",57,188.5,131.5,-0.373923850838117,-0.153573706011253,170.293095518163,25.1765995240921
"14583","ENSMUSG00000095407","Tmem200c","0.0027771241004694","0.00346548345329436",3338,2675,-663,-0.409843895146332,-0.409843895146332,5.88633938297417,5.66490313131267
"14594","ENSMUSG00000024053","Emilin2","1.05116514114067e-06","2.22834853610184e-06",1246,646,-600,-0.480763626940464,-0.479424990104617,13.7656113507812,13.0142498136178
"14599","ENSMUSG00000041057","Wdr43","3.07976973161702e-13","1.16396991044555e-11",540,188.5,-351.5,-0.434846526365272,-0.417812421422612,28.808751377194,25.1765995240921
"14604","ENSMUSG00000024063","Lbh","2.39004899234154e-22","2.26899985381381e-16",304,84,-220,-0.367114636976195,-0.322572412085883,49.785558181248,36.0220223465346
"14706","ENSMUSG00000006740","Kif5b","6.38142415877688e-57","1.60795550156613e-23",95,37,-58,-0.391209557572307,-0.261252516019438,129.393959005835,52.4844936416446
"14713","ENSMUSG00000036904","Fzd8","6.01926913307522e-05","0.000129830773394466",1897,1338,-559,-0.403565161156974,-0.396143735658888,9.71795961948577,8.94927869863176
"14718","ENSMUSG00000024290","Rock1","3.18333707082678e-09","1.77363186810948e-07",831.5,467.5,-364,-0.376359731192854,-0.346143981855997,19.5653357970409,15.5450663037633
"14753","ENSMUSG00000042514","Klhl14","5.63117471827614e-05","8.73435090157658e-05",1883,1213.5,-669.5,-0.605346291676003,-0.605346291676003,9.78460739124869,9.34566183421098
"14754","ENSMUSG00000045215","Asxl3","0.00241110646535539","0.00301064535128603",3241.5,2596,-645.5,-0.388353331974518,-0.388353331974518,6.02766952258493,5.80560082078166
"14818","ENSMUSG00000073600","Prob1","0.00149042204446294","0.00191343138328098",2998.5,2336,-662.5,-0.391463174190905,-0.391463174190905,6.50869594781544,6.25885711301455
"14851","ENSMUSG00000063687","Pcdhb5","0.00900440637009549","0.0105106163607149",4158.5,3563,-595.5,-0.46278748233101,-0.46278748233101,4.71004122478199,4.55536945064491
"15006","ENSMUSG00000024524","Gnal","2.42361755432812e-38","2.94623722139755e-07",163,498,335,-0.360281758193128,-0.160138394343624,86.6129722526315,15.0375668129426
"15011","ENSMUSG00000001473","Tubb6","3.98248324922108e-22","1.93857444194609e-12",309,162,-147,-0.404788202773407,-0.313461358656287,49.2749664891722,26.9690682367077
"15083","ENSMUSG00000041607","Mbp","4.73846642015006e-80","3.50759609203023e-26",48,26,-22,-0.385949817136732,-0.229935071607876,182.65109389622,58.6122814890663
"15116","ENSMUSG00000075296","Aldh3b2","2.56244384273549e-05","6.45688939081945e-05",1721.5,1132,-589.5,-0.408499029530037,-0.400186368049909,10.5719640357759,9.64777778159196
"15135","ENSMUSG00000040663","Clcf1","9.07129596099884e-10","2.30202144868537e-08",776,370,-406,-0.433711099755363,-0.41098595638019,20.8207357916765,17.5868931162828
"15184","ENSMUSG00000024912","Fosl1","5.38150796574654e-08","2.28678277162961e-05",983,933.5,-49.5,-0.389769315531289,-0.322870814907263,16.7377121180219,10.6857795384244
"15301","ENSMUSG00000024661","Fth1","2.25902545592386e-66","1.26690962673941e-14",78,109,31,-0.352983941775606,-0.172058055707389,151.155682631515,31.999610731662
"15413","ENSMUSG00000024810","Il33","2.51428759436858e-155","1.44949672407162e-46",4,1,-3,-0.615147323333097,-0.37091317340433,355.978699913328,105.547697868389
"15440","ENSMUSG00000034459","Ifit1","0.0013836503496687","0.00161688669625112",2970.5,2245,-725.5,-0.382695963442264,-0.385760017907656,6.58303009122751,6.42725277118784
"15476","ENSMUSG00000049164","Zfp518a","6.62513992128427e-05","0.000108455099399227",1917,1277,-640,-0.406644197424366,-0.405102186383952,9.62205397312712,9.12917430105707
"15479","ENSMUSG00000050121","Opalin","1.78803441901832e-47","3.63342760380136e-20",128,56,-72,-0.39843518827679,-0.269836767106997,107.640382444144,44.7615254136501
"15522","ENSMUSG00000025202","Scd3","5.42409746442102e-06","9.64946276637537e-06",1457,819,-638,-0.461817166264437,-0.461817166264437,12.1246590383835,11.5486083160413
"15713","ENSMUSG00000001131","Timp1","5.81929110444593e-95","1.68026459653716e-35",28,10,-18,-0.512803943157811,-0.332800410706426,216.984405383469,80.0715269758391
"15734","ENSMUSG00000079641","Rpl39","2.98003837493037e-66","1.43511249080296e-11",79,192,113,-0.353822974357905,-0.153124344850439,150.878679959679,24.9671927859919
"15785","ENSMUSG00000055555","4930502E18Rik","0.000715931668020661","0.000958869000647362",2680,2001,-679,-0.832256330553681,-0.832256330553681,7.24192583128324,6.94975609236207
"15801","ENSMUSG00000031139","Mcf2","0.00634325949169347","0.00751108879363151",3859,3259,-600,-0.353240930908966,-0.353240930908966,5.06036252723599,4.89137484453593
"15848","ENSMUSG00000002007","Srpk3","0.000180039386857511","0.000217099098119546",2159,1470,-689,-0.453436082992281,-0.45764855088415,8.6223349151357,8.4351566353054
"15943","ENSMUSG00000047797","Gjb1","2.25615769187241e-48","2.33348813094588e-23",127,39,-88,-0.487292347422611,-0.355257148105215,109.710421233642,52.1120929388424
"16161","ENSMUSG00000031381","Piga","0.00634961140283829","0.0065840929782586",3861,3151,-710,-0.357650235276795,-0.362709992667017,5.05936166435353,5.02309869385735
"16163","ENSMUSG00000061778","Mospd2","1.59999531061084e-05","3.94569350497176e-05",1627.5,1022,-605.5,-0.386160971922011,-0.379595153837163,11.042924766597,10.14030073272
